SW;SCRE;LW;LCRE;CFnet;Fnet;SW_surf;LW_surf;LH;SH;Lf_snow;Fnet_surf;Fnet_toa_min_surf;CC;LWP;IWP;PWAT;Prcp_lsc;Prcp_cv;Prcp_tot;Prcp_snow;Prcp_rain;Temp_srf;Temp_2m;burden_CDNC;burden_ICNC;burden_SO4;burden_BC;burden_OC;burden_SS;burden_DU
0.040796805;0.11933458;0.09839553;0.19648167;0.10807178;0.04226027;0.051460914;0.08611531;0.07638604;0.12353863;0.10209905;0.17322072;0.10014256;0.10976092;0.13072266;0.1742646;0.06463175;0.110720746;0.16822459;0.18805768;0.10209906;0.18252449;0.042765018;0.039006468;0.14392713;0.203931;0.06645492;0.07476934;0.095938876;0.11394515;0.11739516
