emi_BC;emi_OC;emi_SO2_awb;emi_SO4_awb;emi_BC_awb;emi_OC_awb;emi_OC_biogenic;emi_SO2_dom;emi_SO4_dom;emi_BC_dom;emi_OC_dom;emi_SO2_ene;emi_SO4_ene;emi_BC_ene;emi_OC_ene;emi_DMS_ffire;emi_SO2_ffire;emi_SO4_ffire;emi_BC_ffire;emi_OC_ffire;emi_DMS_gfire;emi_SO2_gfire;emi_SO4_gfire;emi_BC_gfire;emi_OC_gfire;emi_SO2_ind;emi_SO4_ind;emi_BC_ind;emi_OC_ind;emi_SO2_ships;emi_SO4_ships;emi_BC_ships;emi_OC_ships;emi_DMS_terr;emi_SO2_tra;emi_SO4_tra;emi_BC_tra;emi_OC_tra;emi_SO2_wst;emi_SO4_wst;emi_BC_wst;emi_OC_wst;emi_DMS_fire;emi_SO2_fire;emi_SO4_fire;emi_BC_fire;emi_OC_fire
5.059E-13;4.2796E-12;1.3361E-14;5.139E-16;9.7677E-15;6.5414E-14;1.1838E-12;5.4816E-13;2.1083E-14;1.4012E-13;7.4358E-13;3.502E-12;1.3469E-13;4.3355E-15;4.0205E-14;1.3166E-14;1.1895E-13;4.575E-15;6.141E-14;9.5295E-13;5.2526E-16;8.9034E-14;3.4244E-15;9.0496E-14;9.2457E-13;1.6478E-12;6.3375E-14;1.0018E-13;2.1209E-13;6.5573E-13;2.522E-14;9.0451E-15;1.3475E-14;3.0845E-14;2.8337E-13;1.0899E-14;8.8279E-14;1.3943E-13;3.0453E-15;1.1713E-16;2.2695E-15;4.1005E-15;1.3691E-14;2.0798E-13;7.9994E-15;1.5191E-13;1.8775E-12
