emi_DMS;emi_SO2;emi_SO4;emi_BC;emi_OC;emi_SS;emi_DU;emi_SO2_awb;emi_SO4_awb;emi_BC_awb;emi_OC_awb;emi_BC_airc;emi_OC_biogenic;emi_SO2_dom;emi_SO4_dom;emi_BC_dom;emi_OC_dom;emi_SO2_ene;emi_SO4_ene;emi_BC_ene;emi_OC_ene;emi_DMS_ffire;emi_SO2_ffire;emi_SO4_ffire;emi_BC_ffire;emi_OC_ffire;emi_DMS_gfire;emi_SO2_gfire;emi_SO4_gfire;emi_BC_gfire;emi_OC_gfire;emi_SO2_ind;emi_SO4_ind;emi_BC_ind;emi_OC_ind;emi_SO2_ships;emi_SO4_ships;emi_BC_ships;emi_OC_ships;emi_DMS_terr;emi_SO2_tra;emi_SO4_tra;emi_BC_tra;emi_OC_tra;emi_SO2_wst;emi_SO4_wst;emi_BC_wst;emi_OC_wst;emi_DU_dust;emi_DMS_oceani;emi_SS_seasalt;emi_SO2_volcc;emi_SO4_volcc;emi_SO2_volce;emi_SO4_volce
3.4244855e-12;8.631213e-12;3.3185453e-13;5.0626436e-13;4.279639e-12;7.580964e-11;8.212138e-11;1.3360936e-14;5.137038e-16;9.767699e-15;6.541337e-14;3.5282027e-16;1.1838238e-12;5.4816123e-13;2.1075808e-14;1.4012364e-13;7.435837e-13;3.5019836e-12;1.3464493e-13;4.3354848e-15;4.0205866e-14;1.3165931e-14;1.1894908e-13;4.5733765e-15;6.140955e-14;9.529522e-13;5.252617e-16;8.9034574e-14;3.4232182e-15;9.0496526e-14;9.245687e-13;1.6477469e-12;6.335289e-14;1.0018476e-13;2.1208873e-13;6.557299e-13;2.5211629e-14;9.045141e-15;1.3474577e-14;3.084525e-14;2.8337388e-13;1.0895213e-14;8.8279244e-14;1.3942782e-13;3.045315e-15;1.1708685e-16;2.2694744e-15;4.100449e-15;8.212138e-11;3.379949e-12;7.580964e-11;1.5273955e-12;5.8725594e-14;2.424324e-13;9.321088e-15
